obs,sdf_2020_f,unrest,pop,male,v_age,income,region,sdf_2016_f,sdf_2024_f
Yes,63.06430076,0,9637,0.490073619,64,4,Eastern Islands,43.39302891,64.08430076
Yes,48.8333719,0,13615,0.494781931,47,1,Northern Rim,39.25375425,49.8533719
Yes,44.63100834,0,8541,0.459993388,39,3,West,35.98806856,45.65100834
Yes,58.46491615,0,12049,0.511791976,33,3,Eastern Islands,58.63071492,59.48491615
Yes,45.11605252,0,13573,0.488876684,42,6,West,37.85654311,46.13605252
Yes,47.57113327,0,15445,0.496653672,51,3,West,44.48501083,48.59113327
Yes,43.76608699,0,13059,0.514526311,41,5,Eastern Islands,50.12927812,44.78608699
Yes,54.93411933,0,16072,0.538469946,20,2,Northern Rim,42.27019525,55.95411933
Yes,61.35913921,0,14540,0.495055707,54,3,Eastern Islands,54.76066705,62.37913921
Yes,49.61564492,0,7915,0.520676975,32,3,Northern Rim,34.09344067,50.63564492
Yes,53.74292185,0,10664,0.530865704,21,3,Northern Rim,43.29229559,54.76292185
Yes,54.81820733,0,11122,0.532644692,63,4,West,56.44190046,55.83820733
Yes,67.12981026,0,10486,0.547862874,27,1,West,45.60716742,68.14981026
Yes,71.03201957,0,17241,0.510562031,46,3,Northern Rim,51.70681282,72.05201957
Yes,39.86124791,0,5728,0.479679432,50,4,West,34.7142911,40.88124791
Yes,56.37905165,0,12219,0.546478418,53,2,West,58.08427171,57.39905165
Yes,63.51998083,0,8857,0.519309893,74,2,Eastern Islands,43.29760804,64.53998083
Yes,43.51238541,0,12396,0.503991727,46,4,Northern Rim,45.71798322,44.53238541
Yes,44.96574901,0,20043,0.508777825,48,2,Northern Rim,44.39348026,45.98574901
Yes,55.35605403,0,14353,0.529496748,32,3,Eastern Islands,53.98364551,56.37605403
Yes,52.80912874,0,10144,0.530372912,33,4,West,36.70450624,53.82912874
Yes,58.55361267,0,12404,0.545301484,44,3,Eastern Islands,41.97920678,59.57361267
Yes,44.97830112,0,5468,0.524292674,53,3,West,62.8705058,45.99830112
Yes,41.35205153,0,10918,0.505331336,41,4,Northern Rim,45.37171195,42.37205153
Yes,39.8694454,0,16803,0.494170128,35,3,Eastern Islands,43.97942769,40.8894454
Yes,58.62100469,0,14252,0.526486197,32,5,Northern Rim,50.23671052,59.64100469
Yes,56.68045526,0,8640,0.506797123,54,3,Eastern Islands,45.93890691,57.70045526
Yes,62.01389225,0,20697,0.530995765,38,6,West,40.75468143,63.03389225
Yes,42.8074304,0,9536,0.531270821,42,3,Northern Rim,64.62540953,43.8274304
Yes,58.56276457,0,11067,0.501131662,22,3,Eastern Islands,58.95262,59.58276457
Yes,55.95159444,0,8625,0.508038551,64,4,West,46.31983077,56.97159444
Yes,38.68089247,0,2636,0.533693574,43,3,Eastern Islands,50.20993028,39.70089247
Yes,51.03423138,0,7703,0.522769235,44,3,West,51.26251863,52.05423138
Yes,68.45260463,0,162,0.50243805,32,3,Northern Rim,39.04174342,69.47260463
Yes,51.25003485,0,7674,0.50819937,18,3,Eastern Islands,45.27511369,52.27003485
Yes,47.62869625,0,11708,0.499686672,44,4,West,53.5496159,48.64869625
Yes,48.54351935,0,10731,0.542208928,70,5,West,41.33692398,49.56351935
Yes,54.98543212,1,13846,0.499196503,56,5,Northern Rim,55.39416635,56.00543212
Yes,52.37621118,0,8764,0.500646352,28,4,Northern Rim,33.20133208,53.39621118
Yes,47.70507759,0,20395,0.520172571,34,4,Northern Rim,45.0597946,48.72507759
Yes,41.60250377,0,17474,0.534329727,39,2,Northern Rim,44.99712365,42.62250377
Yes,43.32000847,1,7040,0.527378633,36,2,West,49.36942548,44.34000847
Yes,40.40487058,0,16850,0.565055074,34,4,Eastern Islands,40.9665635,41.42487058
Yes,62.22455752,0,12138,0.503157796,41,3,Northern Rim,37.17611738,63.24455752
Yes,47.94335788,0,12737,0.512657578,44,2,Northern Rim,36.41436059,48.96335788
Yes,51.23945923,0,13783,0.499397767,46,5,Eastern Islands,37.13598621,52.25945923
Yes,51.40317717,0,11733,0.522700589,26,5,Northern Rim,55.55539167,52.42317717
Yes,51.35978803,0,10140,0.521131388,36,4,Eastern Islands,49.55011483,52.37978803
Yes,70.25663588,0,8132,0.515111048,40,3,Northern Rim,51.99902241,71.27663588
Yes,56.311724,0,5680,0.519811171,32,5,Eastern Islands,52.55442796,57.331724
Yes,69.77817667,0,8073,0.524503351,32,3,Eastern Islands,31.00519185,70.79817667
Yes,46.38885213,0,9432,0.494280364,54,5,Eastern Islands,46.55984751,47.40885213
Yes,56.66722389,0,7283,0.53647383,67,4,Northern Rim,35.51093327,57.68722389
Yes,52.52025738,0,7224,0.523173805,52,3,Northern Rim,37.93672865,53.54025738
Yes,63.88985154,0,7851,0.529327251,68,3,Northern Rim,51.16069465,64.90985154
Yes,56.0402437,0,9856,0.496038883,40,4,Eastern Islands,35.37768609,57.0602437
Yes,54.53899641,0,100,0.49977799,19,3,Northern Rim,38.15630718,55.55899641
Yes,51.61234706,0,8158,0.52051276,41,3,West,35.6828681,52.63234706
Yes,61.83578722,0,8852,0.523878923,57,3,West,40.32089552,62.85578722
Yes,41.0892934,0,6129,0.511931192,43,5,Eastern Islands,48.50849807,42.1092934
Yes,48.87482139,0,9706,0.500575472,31,2,Northern Rim,53.23903453,49.89482139
Yes,50.19331268,0,5953,0.531619782,41,3,Eastern Islands,45.61577695,51.21331268
Yes,56.44722262,0,13568,0.505597094,50,3,West,39.93534233,57.46722262
Yes,64.15711561,0,12779,0.488467467,42,5,Eastern Islands,63.58890161,65.17711561
Yes,53.52965581,0,9875,0.506278371,31,4,Northern Rim,48.50234787,54.54965581
Yes,44.80880842,0,10452,0.490951243,59,4,Northern Rim,45.53668927,45.82880842
Yes,52.76481776,0,7955,0.482665746,61,3,West,51.31727186,53.78481776
Yes,43.23972532,0,10660,0.522427641,75,4,West,50.99361866,44.25972532
Yes,46.96254643,0,9681,0.545563167,33,4,West,33.63303277,47.98254643
Yes,36.67705367,0,9592,0.512764104,45,3,Eastern Islands,51.90586633,37.69705367
Yes,56.14142827,0,10859,0.519042235,18,4,Eastern Islands,54.09299513,57.16142827
Yes,46.53729656,0,2273,0.498126246,27,4,Northern Rim,36.39332453,47.55729656
Yes,56.7307965,0,8009,0.494337214,33,5,Northern Rim,44.29338797,57.7507965
Yes,53.60948184,0,11192,0.522298375,40,3,Eastern Islands,38.91792585,54.62948184
Yes,51.39549962,0,4754,0.510084938,63,3,Northern Rim,42.7178172,52.41549962
Yes,50.3498348,0,15703,0.51355859,62,4,Eastern Islands,38.16666647,51.3698348
Yes,53.25898908,0,13466,0.492900107,43,5,Eastern Islands,37.91334982,54.27898908
Yes,38.53176034,0,12337,0.519766191,34,2,West,57.08498301,39.55176034
Yes,39.35065675,0,6587,0.503537641,31,3,Eastern Islands,50.2097149,40.37065675
Yes,39.67084893,0,2857,0.512987593,59,5,West,47.58529408,40.69084893
Yes,66.19266671,0,7957,0.509294485,76,4,Northern Rim,33.81453903,67.21266671
Yes,49.26178164,0,9266,0.518333741,45,1,West,41.59739995,50.28178164
Yes,52.52639697,0,12960,0.495174841,40,3,Eastern Islands,51.04473469,53.54639697
Yes,45.28112476,0,6802,0.496697433,83,4,Eastern Islands,48.90636788,46.30112476
Yes,63.05116665,0,15495,0.484641306,29,4,Northern Rim,48.07685078,64.07116665
Yes,38.4567249,0,13969,0.503668567,63,3,Eastern Islands,48.87634703,39.4767249
Yes,44.98640384,0,16663,0.514924883,60,3,Northern Rim,42.17851955,46.00640384
Yes,36.81629248,0,4466,0.555947665,64,4,Northern Rim,49.88912241,37.83629248
Yes,41.22920776,0,11106,0.518372119,32,1,West,46.08997015,42.24920776
Yes,50.9210792,0,7483,0.537360759,39,3,West,45.25408185,51.9410792
Yes,50.83875341,0,8572,0.503099232,18,2,Eastern Islands,41.34241613,51.85875341
Yes,56.55689484,0,9585,0.487359583,63,4,Northern Rim,38.52395053,57.57689484
Yes,56.48114444,0,11686,0.507765648,32,2,Northern Rim,47.73933612,57.50114444
Yes,54.6330442,0,11373,0.528195354,38,4,West,41.94734913,55.6530442
Yes,59.10288417,0,6824,0.501334225,51,4,West,51.04308685,60.12288417
Yes,58.5318646,0,9332,0.48818939,56,3,Northern Rim,55.61550889,59.5518646
Yes,45.31198496,0,7135,0.534110304,18,3,Northern Rim,38.53534675,46.33198496
Yes,39.85636086,0,9604,0.494430003,29,5,Eastern Islands,61.58311555,40.87636086
Yes,56.58480602,0,8396,0.478780382,22,4,Northern Rim,43.258352,57.60480602
Yes,41.38077648,0,10439,0.49449315,41,4,Eastern Islands,45.46847586,42.40077648
Yes,65.04626249,0,8252,0.52890422,24,4,West,45.59046799,66.06626249
Yes,57.99589659,0,8979,0.554583089,44,4,West,48.12626889,59.01589659
Yes,64.23788188,0,10654,0.524590492,45,3,Eastern Islands,45.75597178,65.25788188
Yes,64.1767552,0,8394,0.488800609,51,3,Eastern Islands,51.24128226,65.1967552
Yes,55.66166372,0,11257,0.489749577,42,2,Eastern Islands,52.73740253,56.68166372
Yes,46.64610764,0,12664,0.49137185,18,3,Eastern Islands,61.30222507,47.66610764
Yes,46.40441451,0,10473,0.509617984,28,3,Eastern Islands,31.29790274,47.42441451
Yes,59.5096579,0,12979,0.499535978,42,3,West,50.22386797,60.5296579
Yes,59.10604888,0,11363,0.51023751,51,2,Eastern Islands,42.83495943,60.12604888
Yes,46.33507344,0,6042,0.496238303,55,4,West,47.09296768,47.35507344
Yes,55.89328348,0,14976,0.507331271,21,4,Eastern Islands,50.61004853,56.91328348
Yes,43.4983114,0,8859,0.491979525,42,3,Eastern Islands,36.09158141,44.5183114
Yes,54.10457668,0,7204,0.502816135,41,4,Northern Rim,52.22135697,55.12457668
Yes,52.30328581,0,15598,0.537787906,34,3,Eastern Islands,47.52992012,53.32328581
Yes,47.40427979,0,17041,0.529405861,44,5,West,44.36534008,48.42427979
Yes,39.22851195,0,6124,0.511497224,19,3,Northern Rim,41.20611848,40.24851195
Yes,57.64455227,0,7664,0.530363218,25,5,Eastern Islands,48.47945315,58.66455227
Yes,65.42177914,0,3941,0.523445925,18,4,Eastern Islands,46.43713041,66.44177914
Yes,62.3617615,0,18101,0.498022608,32,2,West,50.78532778,63.3817615
Yes,44.52007526,0,16114,0.485769866,32,3,Northern Rim,44.73302695,45.54007526
Yes,43.21032178,0,4448,0.5061062,58,4,Eastern Islands,49.28879888,44.23032178
Yes,58.24684447,0,6976,0.519176496,61,2,Northern Rim,32.53876915,59.26684447
Yes,52.19877133,0,13212,0.512747218,35,5,West,51.01726563,53.21877133
Yes,58.80793055,0,12545,0.452444426,33,4,Northern Rim,52.09885856,59.82793055
Yes,45.89946747,0,6867,0.507973804,37,3,West,37.68999616,46.91946747
Yes,58.4972412,0,7396,0.530751922,38,4,Eastern Islands,40.52093684,59.5172412
Yes,54.49949911,0,2606,0.52847798,52,3,Eastern Islands,40.4263797,55.51949911
Yes,49.69209833,0,5979,0.514593289,66,4,West,37.95907166,50.71209833
Yes,62.52399995,0,7217,0.507684704,49,5,West,42.16119494,63.54399995
Yes,47.09902066,0,10247,0.520842684,35,4,West,46.54095385,48.11902066
Yes,40.14989209,0,10843,0.513788997,26,4,Northern Rim,52.36129812,41.16989209
Yes,57.73940432,0,14979,0.525619716,75,4,West,57.69997151,58.75940432
Yes,55.133597,0,18349,0.50497791,46,5,West,47.71945829,56.153597
Yes,56.54353154,0,19976,0.478749952,58,4,Eastern Islands,39.80715292,57.56353154
Yes,49.08805124,0,1311,0.515054114,18,2,Eastern Islands,41.02436165,50.10805124
Yes,38.39537718,0,9209,0.516486085,46,2,West,41.11361726,39.41537718
Yes,45.33692733,0,13486,0.569236201,46,3,West,41.55949881,46.35692733
Yes,60.43371443,0,18816,0.513090995,18,5,Eastern Islands,55.10606452,61.45371443
Yes,66.36758394,0,9541,0.52842799,19,4,Eastern Islands,44.36559454,67.38758394
Yes,55.43545179,0,13228,0.510623617,49,4,Northern Rim,33.69441637,56.45545179
Yes,28.28719422,0,2714,0.535547147,64,5,Eastern Islands,33.08972057,29.30719422
Yes,45.92664692,0,8396,0.528355277,36,2,West,38.34885164,46.94664692
Yes,42.57787047,0,9306,0.547421421,28,3,Northern Rim,51.2005384,43.59787047
Yes,58.40588594,1,10681,0.531026575,45,2,West,35.49747606,59.42588594
Yes,47.394985,0,9858,0.492924509,39,4,Northern Rim,49.92700655,48.414985
Yes,39.19582264,0,8458,0.506804707,60,2,Eastern Islands,45.48764499,40.21582264
Yes,43.29294314,0,12272,0.514414643,33,5,Eastern Islands,41.96695631,44.31294314
Yes,37.93012098,0,4382,0.535976198,30,5,West,44.16122885,38.95012098
Yes,36.77225314,0,4048,0.506070566,60,3,Eastern Islands,53.39472842,37.79225314
Yes,48.04691803,0,8936,0.516378971,27,4,Eastern Islands,45.04162776,49.06691803
Yes,77.98656861,0,7433,0.506162676,29,5,West,43.26926325,79.00656861
Yes,42.3215778,0,6180,0.523240602,43,5,Northern Rim,53.39989804,43.3415778
Yes,43.85047521,0,6809,0.49630999,25,5,Northern Rim,29.045387,44.87047521
Yes,50.82478103,0,14249,0.499644112,62,3,Northern Rim,58.24154362,51.84478103
Yes,68.87147783,0,9823,0.54242156,39,4,West,61.90338416,69.89147783
Yes,54.5265105,0,9464,0.511368366,81,2,Eastern Islands,41.05679552,55.5465105
Yes,54.87838269,0,10274,0.537572697,33,3,Northern Rim,47.55506995,55.89838269
Yes,41.98016998,0,12595,0.497716966,52,2,West,41.2787184,43.00016998
Yes,55.94704099,0,19088,0.493872926,61,3,West,48.46288559,56.96704099
Yes,54.9603418,0,10412,0.497590704,63,4,West,33.25998034,55.9803418
Yes,47.04159213,0,8950,0.515629837,32,3,Eastern Islands,46.76597033,48.06159213
Yes,51.93660463,0,8230,0.513067195,62,5,Eastern Islands,55.51125211,52.95660463
Yes,31.47684953,0,11260,0.512615334,34,2,West,43.31921235,32.49684953
Yes,45.27050135,0,4384,0.515651147,48,1,Northern Rim,42.66206774,46.29050135
Yes,44.34618507,0,1381,0.512771933,38,3,West,44.318989,45.36618507
Yes,56.53792248,0,5091,0.533464741,27,1,Eastern Islands,53.71777614,57.55792248
Yes,68.60395409,0,6237,0.521646699,59,3,Eastern Islands,44.47631675,69.62395409
Yes,47.44281841,0,9064,0.530723757,51,4,Eastern Islands,40.1346193,48.46281841
Yes,51.28880769,0,14705,0.476059092,39,4,Eastern Islands,42.02478252,52.30880769
Yes,51.1549891,0,10694,0.52522738,39,4,West,43.9300858,52.1749891
Yes,48.31067061,0,7465,0.476229175,84,3,West,37.04922208,49.33067061
Yes,48.20884684,0,10401,0.539282022,37,2,Eastern Islands,53.786944,49.22884684
Yes,46.65825398,0,8361,0.535006945,22,2,Northern Rim,40.16644872,47.67825398
Yes,47.82819886,0,10122,0.542416756,18,5,Eastern Islands,36.05228322,48.84819886
Yes,53.29171465,0,12590,0.49894033,41,4,Northern Rim,49.50642802,54.31171465
Yes,63.36423074,0,12032,0.474764633,24,3,West,52.66029779,64.38423074
Yes,61.46915213,0,5293,0.5181593,39,4,Eastern Islands,57.14452891,62.48915213
Yes,48.48897264,0,7226,0.534009132,46,5,Eastern Islands,54.3593078,49.50897264
Yes,43.42058125,0,6514,0.539636783,64,3,Eastern Islands,46.48505003,44.44058125
Yes,54.53130221,0,10676,0.499459463,54,4,Eastern Islands,30.22434819,55.55130221
Yes,45.11110228,0,10292,0.529706644,61,4,Eastern Islands,41.47917384,46.13110228
Yes,40.61714447,0,5436,0.51562434,35,2,Northern Rim,62.76021458,41.63714447
Yes,60.93875363,0,2224,0.534337513,70,5,West,47.97236486,61.95875363
Yes,51.60516934,0,7740,0.530914292,40,3,Northern Rim,42.44952092,52.62516934
Yes,37.64284895,0,10527,0.496340825,53,4,West,55.30713594,38.66284895
Yes,59.62097326,0,12578,0.537373294,54,3,West,34.53617843,60.64097326
Yes,43.65689742,0,9002,0.493871956,46,4,Northern Rim,40.02400348,44.67689742
Yes,53.99955241,0,7421,0.513468234,52,4,Eastern Islands,49.5435953,55.01955241
Yes,50.18388466,0,7406,0.517146514,37,4,Eastern Islands,43.25199338,51.20388466
Yes,53.19629471,0,7901,0.514756413,29,3,Northern Rim,46.05029723,54.21629471
Yes,58.42752768,0,2005,0.485304238,32,2,Northern Rim,40.66232022,59.44752768
Yes,48.87026384,0,8058,0.488749124,54,4,Northern Rim,39.15147054,49.89026384
Yes,54.08585665,0,10549,0.511357253,52,5,West,31.69249976,55.10585665
Yes,53.27130505,0,6491,0.528312613,44,3,Northern Rim,41.88717171,54.29130505
Yes,42.65138425,0,7551,0.539216098,36,2,Northern Rim,51.09900924,43.67138425
Yes,64.36792588,0,12757,0.507554696,27,2,Eastern Islands,51.86750391,65.38792588
Yes,58.88734996,0,12059,0.482879129,21,4,West,55.4187388,59.90734996
Yes,53.6834915,0,8264,0.527077805,46,5,Eastern Islands,46.81356768,54.7034915
Yes,49.43109726,0,11058,0.503279722,48,3,West,45.72055563,50.45109726
Yes,38.75429193,0,11501,0.496413814,60,4,West,50.9674167,39.77429193
Yes,60.52680974,0,3800,0.539246441,29,5,Northern Rim,58.45929371,61.54680974
Yes,44.71638997,0,16779,0.50940422,43,2,Northern Rim,51.51043373,45.73638997
Yes,36.09081738,0,12733,0.508717903,23,4,West,37.26692572,37.11081738
Yes,38.38838227,0,9045,0.502952466,50,6,Eastern Islands,56.74225399,39.40838227
Yes,59.3329249,0,8625,0.486920499,33,2,West,58.17172516,60.3529249
Yes,60.11551473,0,14526,0.491810477,33,3,West,49.83876357,61.13551473
Yes,51.75456738,0,14943,0.504529574,27,3,Northern Rim,54.28305975,52.77456738
Yes,34.59452469,0,3251,0.494078613,46,3,Northern Rim,52.13559101,35.61452469
Yes,49.55336508,0,19534,0.496419723,46,3,West,50.06929724,50.57336508
Yes,46.17640945,0,11773,0.526426741,29,3,Northern Rim,44.5583821,47.19640945
Yes,63.90756102,0,9928,0.510637827,37,3,Eastern Islands,39.50384988,64.92756102
Yes,50.152641,0,7642,0.516121053,23,3,Eastern Islands,52.40109501,51.172641
Yes,50.24684201,0,7852,0.490859644,35,5,Eastern Islands,57.80549895,51.26684201
Yes,45.50089837,0,10356,0.509183056,31,4,Eastern Islands,49.04767012,46.52089837
Yes,69.559635,0,12281,0.521236416,42,3,West,36.63455635,70.579635
Yes,47.73070728,0,12769,0.549920024,18,5,West,34.56887773,48.75070728
Yes,62.6480399,0,7395,0.489068662,37,4,Northern Rim,47.12513647,63.6680399
Yes,49.30407147,0,7147,0.497623079,45,4,Northern Rim,51.94009723,50.32407147
Yes,49.22268961,0,9989,0.498382533,38,4,Northern Rim,48.64569603,50.24268961
Yes,59.74294576,0,7617,0.495947869,54,5,West,51.03528342,60.76294576
Yes,53.6332702,0,13083,0.516059709,40,3,Eastern Islands,43.57140772,54.6532702
Yes,35.40847124,0,11850,0.495086819,41,3,West,45.33851243,36.42847124
Yes,62.72288185,0,5393,0.477621488,40,3,Eastern Islands,43.59076895,63.74288185
Yes,59.9492896,0,9728,0.49834817,26,2,Northern Rim,58.57319321,60.9692896
Yes,48.79492617,0,5929,0.51226821,41,4,Northern Rim,28.64738022,49.81492617
Yes,40.136031,0,9788,0.55189604,36,4,Northern Rim,40.02085271,41.156031
Yes,51.82905333,0,3968,0.537474682,63,4,West,52.89364804,52.84905333
Yes,48.3073447,0,16712,0.537047229,65,1,Northern Rim,47.50458135,49.3273447
Yes,61.98335447,0,17756,0.498067214,41,3,Northern Rim,49.49240195,63.00335447
Yes,41.96875547,0,6846,0.524760213,33,3,Northern Rim,56.87274324,42.98875547
Yes,55.7931392,0,9286,0.519330554,55,4,Northern Rim,35.57135169,56.8131392
Yes,51.93254901,0,8041,0.495805115,49,4,West,55.6137295,52.95254901
Yes,62.49696246,0,11517,0.497263163,42,3,Northern Rim,51.52478284,63.51696246
Yes,50.48353499,0,3817,0.553975853,33,4,Eastern Islands,35.21221115,51.50353499
Yes,48.92832418,0,8531,0.508689423,23,2,West,45.58097412,49.94832418
Yes,40.04326741,0,12163,0.502276174,38,4,Eastern Islands,42.58888372,41.06326741
Yes,45.2760042,0,5254,0.504303397,28,4,West,47.19853478,46.2960042
Yes,52.99664688,0,11050,0.556110534,49,5,Eastern Islands,30.16373718,54.01664688
Yes,55.80694085,0,11555,0.499852407,28,2,Northern Rim,44.14179404,56.82694085
Yes,54.9536045,0,11057,0.506710613,28,3,West,45.4439994,55.9736045
Yes,58.33831557,0,11768,0.509962233,44,3,West,47.0939895,59.35831557
Yes,53.55546653,0,11421,0.527121787,32,5,West,49.15660984,54.57546653
Yes,47.77063075,0,8502,0.52379484,18,5,Eastern Islands,46.83433129,48.79063075
Yes,54.61643116,0,11951,0.461438418,45,6,Eastern Islands,36.55100494,55.63643116
Yes,43.28990132,0,7757,0.493842589,18,4,Eastern Islands,42.66995213,44.30990132
Yes,55.83814099,0,6208,0.524957461,52,4,Eastern Islands,40.17392789,56.85814099
Yes,46.91483634,0,11909,0.519904729,47,4,West,45.55796056,47.93483634
Yes,51.81580578,0,10396,0.550021121,82,4,West,48.31212178,52.83580578
Yes,48.27390274,0,11036,0.515676891,60,4,West,34.9566776,49.29390274
Yes,46.06170691,0,7956,0.531698044,41,4,Northern Rim,41.92983296,47.08170691
Yes,57.80405731,0,10257,0.491903154,42,3,West,36.82474699,58.82405731
Yes,69.31328704,0,12978,0.48524106,28,4,Eastern Islands,49.50014061,70.33328704
Yes,61.86152457,0,12905,0.443005455,18,3,Northern Rim,41.63720886,62.88152457
Yes,49.49131145,0,13084,0.515699191,18,2,Eastern Islands,46.83059203,50.51131145
Yes,56.71273644,0,13464,0.518576512,48,3,West,47.1480617,57.73273644
Yes,56.68094023,0,8974,0.476668118,38,4,West,50.27177872,57.70094023
Yes,51.54423389,0,14319,0.538649913,43,5,West,44.94057734,52.56423389
Yes,50.81682254,0,13958,0.524873976,35,5,Eastern Islands,31.97354171,51.83682254
Yes,48.06458666,0,11303,0.485095587,57,4,Northern Rim,57.36503065,49.08458666
Yes,48.10956104,0,13261,0.480866588,82,4,Eastern Islands,44.53677804,49.12956104
Yes,48.2541316,0,11673,0.519249647,24,3,Eastern Islands,51.24002334,49.2741316
Yes,66.18664569,0,6864,0.495164988,57,4,West,42.2159624,67.20664569
Yes,52.13577772,0,9758,0.525148552,65,4,Eastern Islands,47.54937554,53.15577772
Yes,55.93308245,0,13960,0.531450343,65,2,Eastern Islands,48.5508607,56.95308245
Yes,54.02110574,0,4473,0.518381125,51,5,West,54.93474481,55.04110574
Yes,54.50697553,0,12376,0.476484876,22,2,Eastern Islands,47.08371925,55.52697553
Yes,58.38710955,0,9667,0.539236351,42,5,West,56.83187356,59.40710955
Yes,45.39197988,0,11907,0.522642596,39,3,West,42.70479615,46.41197988
Yes,49.86799897,0,8300,0.510255834,44,3,Northern Rim,61.74460209,50.88799897
Yes,60.36784329,0,13018,0.542079669,52,5,West,46.40453064,61.38784329
Yes,60.19384634,0,9580,0.547965377,59,4,Eastern Islands,42.26467341,61.21384634
Yes,51.75037539,0,13010,0.490344088,46,3,Northern Rim,37.94038164,52.77037539
Yes,50.940078,0,2823,0.494847341,52,2,West,36.7162039,51.960078
Yes,63.95287468,0,12406,0.501496258,43,5,Eastern Islands,50.96933754,64.97287468
Yes,57.85511352,0,14033,0.492014432,34,2,West,41.10511835,58.87511352
Yes,48.12310448,0,13801,0.54249497,18,4,Eastern Islands,35.9260953,49.14310448
Yes,48.02266677,0,10338,0.502643639,47,4,Northern Rim,57.5730772,49.04266677
Yes,52.95352269,0,8496,0.477669506,52,4,Eastern Islands,48.41464907,53.97352269
Yes,61.60399426,0,10806,0.496858874,48,4,Northern Rim,49.51691131,62.62399426
Yes,39.57846227,0,12458,0.483326211,54,3,Northern Rim,47.67333773,40.59846227
Yes,52.46791698,0,8179,0.534025339,42,3,Eastern Islands,44.40440554,53.48791698
Yes,60.52680912,0,9122,0.550426415,25,2,Northern Rim,39.48902721,61.54680912
Yes,50.57313556,0,11201,0.523288074,32,3,West,43.30033222,51.59313556
Yes,37.20002139,0,9424,0.533782865,35,3,Eastern Islands,48.48148268,38.22002139
Yes,53.91198858,0,4994,0.512616726,41,3,West,46.83604931,54.93198858
Yes,53.53283598,0,15375,0.527059873,22,1,Eastern Islands,40.81621371,54.55283598
Yes,46.07821106,0,12193,0.496693635,40,4,Northern Rim,43.55775774,47.09821106
Yes,49.02809293,0,3925,0.50905291,36,4,West,46.03928531,50.04809293
Yes,62.13098165,1,12205,0.52310062,27,2,West,39.08248172,63.15098165
Yes,55.26576458,0,3324,0.496237901,52,4,Northern Rim,42.9800353,56.28576458
Yes,61.21429713,0,11508,0.499643595,63,3,Eastern Islands,50.11447951,62.23429713
Yes,51.79824316,0,5795,0.530720502,40,3,West,55.04637716,52.81824316
Yes,48.78110381,1,9276,0.496191935,52,5,Northern Rim,40.09422238,49.80110381
Yes,54.46100427,0,12090,0.509764751,52,2,Eastern Islands,54.4184651,55.48100427
Yes,45.44143582,0,9467,0.504120574,18,2,Eastern Islands,37.16568411,46.46143582
Yes,54.52010471,0,19866,0.514325532,50,4,Northern Rim,57.4611916,55.54010471
Yes,50.4493421,0,8253,0.51964183,29,2,West,40.2377192,51.4693421
Yes,41.2010657,0,15901,0.536394387,18,3,Eastern Islands,37.84571455,42.2210657
Yes,58.6574596,0,13909,0.48268127,18,3,Eastern Islands,52.83859436,59.6774596
Yes,62.6103557,0,7241,0.505221764,57,3,Eastern Islands,46.57056546,63.6303557
Yes,72.83325668,0,9254,0.487863499,31,3,West,53.26849597,73.85325668
Yes,54.18731304,0,6124,0.512005977,37,3,West,47.11594054,55.20731304
Yes,51.45792957,0,10556,0.528222654,56,3,Northern Rim,45.76019032,52.47792957
Yes,46.76362007,0,4767,0.502590774,25,3,Northern Rim,51.09125217,47.78362007
Yes,67.10886474,0,436,0.525750116,54,4,Northern Rim,59.67121053,68.12886474
Yes,48.94259701,0,11198,0.52269745,60,2,West,40.63249114,49.96259701
Yes,58.24163628,0,8806,0.514254595,35,3,Northern Rim,34.95614669,59.26163628
Yes,43.09697405,0,6410,0.525220672,30,6,Northern Rim,60.27169876,44.11697405
Yes,46.78905191,0,9874,0.488604401,59,4,Eastern Islands,35.68562534,47.80905191
Yes,58.60355254,0,16144,0.508171364,48,2,Northern Rim,42.65072182,59.62355254
Yes,53.03780443,0,10086,0.530898657,41,5,Northern Rim,42.62949929,54.05780443
Yes,40.96553855,0,12000,0.524091532,66,3,Eastern Islands,48.61019529,41.98553855
Yes,38.77483196,0,12033,0.544754422,29,3,Northern Rim,50.18432856,39.79483196
Yes,55.22591814,0,10251,0.511422505,52,3,West,53.87866361,56.24591814
Yes,48.43347896,0,5724,0.489949872,19,4,West,37.75846575,49.45347896
Yes,54.0800831,0,8448,0.492321676,36,3,Northern Rim,48.59212019,55.1000831
Yes,52.25456945,0,10560,0.50671695,31,5,Eastern Islands,45.47322784,53.27456945
Yes,39.29387865,0,10553,0.48846311,24,3,Eastern Islands,58.35863057,40.31387865
Yes,40.74973673,0,473,0.484386189,56,3,Northern Rim,51.14176792,41.76973673
Yes,55.1226066,0,10660,0.519591034,32,4,Eastern Islands,50.2726102,56.1426066
Yes,52.09770726,0,3788,0.529071868,34,4,Northern Rim,53.41428348,53.11770726
Yes,44.60607245,0,6843,0.538387097,39,4,West,48.51384557,45.62607245
Yes,61.42044168,0,12142,0.497533453,27,2,West,47.28669894,62.44044168
Yes,51.88283182,0,7359,0.472004287,44,4,West,52.35857802,52.90283182
Yes,57.05862591,0,7013,0.456269433,44,3,West,53.11897349,58.07862591
Yes,40.86387267,0,15721,0.50587041,26,4,Northern Rim,33.95697849,41.88387267
Yes,50.98328855,0,10324,0.480492895,18,3,Northern Rim,41.47880906,52.00328855
